0,1,2,3,4,5,6,7,8,9
0.00504113,-0.0028227486,-0.007117787,0.00964349,0.0031450866,0.009752701,-0.006667561,-0.011404995,-0.012312911,-0.003893453
0.013616756,0.0042820578,-0.00021040995,-0.008958945,-0.0031771052,-0.0015089158,0.010136242,-0.010331234,-0.016322166,0.0001237062
0.0033019406,-0.0012051127,0.0034889267,0.010727623,-0.015533669,-0.03140759,0.0019512003,-0.0028839426,0.007734359,0.004813119
0.029150631,0.0079210885,-0.024279987,-0.011086967,0.0013249575,0.000578357,0.027398763,0.0016050858,-0.002389269,0.0039707036
-0.042312574,0.021533819,-0.030452691,-0.008477818,0.005335551,-0.0045365235,0.03679353,0.0041756933,-0.01672008,-0.0059353295
-0.09694367,0.0626301,-0.08968397,0.06271022,-0.013002942,-0.013736519,0.0642686,0.008697813,0.01985053,-0.018682089
-0.09787097,0.16187555,-0.15036832,0.14967829,-0.03661998,-0.014910899,-0.06216431,-0.014433657,0.050692227,-0.012847226
-0.07534697,0.30560273,-0.14474876,0.095749386,-0.08109484,-0.015449392,-0.0968049,-0.012140288,0.011368207,-0.02040628
0.06648317,0.3722055,-0.030655406,-0.12867904,-0.16255231,-0.020769218,0.039022464,-0.01671555,-0.075633734,-0.0022744886
0.07390507,0.2896579,-0.09806435,-0.022427838,-0.32644346,-0.047888964,0.32744458,-0.017217124,-0.16463749,-0.03133017
-0.12406301,0.44329983,0.2663797,0.22201726,-0.5020884,-0.06446447,0.09350202,-0.039688658,-0.26309484,-0.03867669
0.22663403,0.43299612,0.33732447,0.25313467,-0.13181147,-0.13440639,-0.5495708,-0.06950145,-0.33474115,-0.056665994
-0.082573995,0.24177529,-0.3537655,0.13503328,0.2562405,-0.18667321,0.31954494,-0.05483201,-0.24320881,-0.047301274
-0.40201402,0.3650191,-0.061503038,-0.29989952,0.55261016,-0.20984459,-0.15011115,-0.07126195,0.2849084,0.0070508244
-0.33790538,0.39422858,-0.0002148221,-0.46818814,0.45514095,-0.2609386,-0.32818848,-0.08564129,0.63614273,-0.00068918866
-0.30667555,0.24727322,-0.30914053,-0.0029561848,0.33324748,-0.27239594,0.1848866,-0.0965994,0.19977665,0.011872788
0.23654875,0.24823745,0.0585315,0.33213103,-0.017168155,-0.20023349,-0.43678573,-0.08351183,-0.19081433,0.020443177
0.17171527,0.31213316,0.4069236,0.41130847,-0.34214044,-0.09826426,-0.55992395,-0.06614656,-0.28786036,0.051568326
0.09721801,0.36001384,0.005159904,-0.034619212,-0.41271973,-0.018421305,0.19358869,-0.055938315,-0.21254782,0.06938369
0.1072708,0.47783318,-0.043954484,-0.26452205,-0.25066268,0.031190472,0.006799647,-0.033365052,-0.12359229,0.084433846
0.10769592,0.4294738,-0.1547828,-0.048713204,-0.15412599,-0.0091718035,-0.19540751,-0.020230249,-0.060331635,0.09427636
-0.07988939,0.2500475,-0.20286307,0.1318678,-0.023140121,0.03503717,-0.12872018,-0.013389027,0.0009117774,0.09436877
-0.094119154,0.09001093,-0.13283578,0.06010271,-0.00921347,0.02330741,-0.024269948,-0.014148867,0.0374509,0.056389406
-0.046025366,0.009306871,-0.07778179,0.017151376,-0.011768302,0.037431773,0.019778907,-0.0064994325,0.012277949,0.026281234
0.007416517,-0.010091753,-0.034985654,-0.003959226,-0.006810578,0.032988414,0.021162327,-0.03830592,-0.008009112,0.0122149475
0.014271379,-0.002634221,-0.020226931,-0.010401269,-0.026719388,0.013588766,-0.009012128,-0.005916969,0.0042893765,0.0046886946
-0.0024918106,7.639404e-05,-0.012316937,0.0041914918,-0.003167535,0.009338703,-0.012220488,0.012832708,0.010101046,-0.009617967
-0.005143976,0.024898784,-0.005357515,-0.009536725,0.007519304,0.0105116265,0.0010018055,-0.007192677,-0.0051846644,0.011699304
0.007836227,-0.0064518354,-0.015138551,0.009889732,-0.004128111,0.0013597221,-0.0060304324,0.011783189,-0.0018319472,-0.012006041
-0.0051383497,-0.016657773,-0.002977592,-0.0019136748,-0.0110002365,0.012629802,-0.017705973,0.0025430685,-0.00037131674,-0.0053150174
0.0374201,0.014982469,-0.0031809732,-0.00513856,-0.0053330217,-5.994597e-05,0.028760342,0.00045465748,-0.017727394,0.0030438288
0.02079668,-0.00775802,-0.05071674,0.012066603,-0.0016308825,-0.017325563,0.05085768,-0.0016238939,-0.002928852,0.0034469794
-0.06198303,0.030043436,-0.14527582,0.026654584,-0.00080057816,-0.0118627,0.122135125,0.022078764,0.05699714,-0.006478368
